,movieId,person_name,role
6364,330,Eli Roth,Subway Man (Uncredited)
6365,953,Ben Stiller,Alex
6366,953,Chris Rock,Marty
6367,953,David Schwimmer,Melman
6368,953,Jada Pinkett Smith,Gloria
6369,953,Sacha Baron Cohen,Julien
6370,953,Cedric the Entertainer,Maurice
6371,953,Andy Richter,Mort
6372,953,Tom McGrath,Skipper / Fossa / Panicky Man on Subway
6373,953,Christopher Knights,Private
6374,953,Chris Miller,Kowalski
6375,953,Conrad Vernon,Mason
6376,953,David P. Smith,Spider / Lemur #2
6377,953,Cody Cameron,Willie
6378,9693,Clive Owen,Theo Faron
6379,9693,Michael Caine,Jasper
6380,9693,Julianne Moore,Julian
6381,9693,Charlie Hunnam,Patric
6382,9693,Chiwetel Ejiofor,Luke
6383,9693,Danny Huston,Nigel
6384,9693,Peter Mullan,Syd
6385,9693,Goran Kostić,Bexhill Market Hustler
6386,9693,Forbes KB,Elite Soldier (uncredited)
6387,9693,João Costa Menezes,Terrorist (uncredited)
6388,36657,Patrick Stewart,Charles Xavier / Professor X
6389,36657,Hugh Jackman,Logan / Wolverine
6390,36657,Ian McKellen,Eric Lensherr / Magneto
6391,36657,Halle Berry,Ororo Munroe / Storm
6392,36657,Famke Janssen,Jean Grey / Phoenix
6393,36657,James Marsden,Scott Summers / Cyclops
6394,36657,Anna Paquin,Marie D'Ancanto / Rogue
6395,36657,Rebecca Romijn,Raven Darkholme / Mystique
6396,36657,Ray Park,Mortimer Toynbee / Toad
6397,36657,Bruce Davison,Senator Kelly
6398,36657,Shawn Roberts,Rogue's Boyfriend
6399,36657,Stan Lee,Hot Dog Vendor
6400,36657,Shawn Ashmore,Bobby Drake / Iceman
6401,8909,Angelina Jolie,Fox
6402,8909,James McAvoy,Wesley Gibson
6403,8909,Morgan Freeman,Sloan
6404,8909,Thomas Kretschmann,Cross
6405,8909,Terence Stamp,Pekwarsky
6406,8909,Common,The Gunsmith
6407,8909,David O'Hara,Mr. X (as David Patrick O'Hara)
6408,8909,Konstantin Khabenskiy,The Exterminator
6409,8909,Lorna Scott,Janice
6410,8909,Chris Pratt,Barry
6411,9802,Sean Connery,John Patrick Mason
6412,9802,Nicolas Cage,Dr. Stanley Goodspeed
6413,9802,Ed Harris,"Brigadier General Francis X. Hummel, USMC"
6414,9802,John Spencer,FBI Director James Womack
6415,9802,David Morse,Major Tom Baxter
6416,9802,William Forsythe,Special Agent Ernest Paxton
6417,9802,Michael Biehn,Commander Charles Anderson
6418,9802,John C. McGinley,Marine Captain Hendrix
6419,9802,Bokeem Woodbine,Sergeant Crisp
6420,9802,Claire Forlani,Jade Angelou
6421,9802,Gregory Sporleder,Captain Frye
6422,9802,Tony Todd,Captain Darrow
6423,9802,Greg Collins,Private Gamble
6424,9802,Steve Harris,Private McCoy
6425,9802,Danny Nucci,Lieutenant Shephard
6426,9802,Todd Louiso,Marvin Isherwood
6427,9802,Xander Berkeley,Lonner (uncredited)
6428,9802,Raymond Cruz,Sergeant Rojas
6429,950,Ray Romano,Manny (voice)
6430,950,John Leguizamo,Sid (voice)
6431,950,Denis Leary,Diego (voice)
6432,950,Queen Latifah,Ellie (voice)
6433,950,Seann William Scott,Crash (voice)
6434,950,Josh Peck,Eddie (voice)
6435,950,Jay Leno,Fast Tony (voice)
6436,950,Will Arnett,Lone Gunslinger Vulture (voice)
6437,950,Ariel Winter,(voice)
6438,950,Stephen Root,Aardvark Dad (voice)
6439,950,Mindy Sterling,Female Ox (voice)
6440,950,Alan Tudyk,Cholly (voice)
6441,950,Jess Harnell,(voice)
6442,1824,Adam Sandler,Henry Roth
6443,1824,Drew Barrymore,Lucy Whitmore
6444,1824,Rob Schneider,Ula
6445,1824,Sean Astin,Doug Whitmore
6446,1824,Dan Aykroyd,Dr. Keats
6447,1824,Blake Clark,Marlin Whitmore
6448,1824,Amy Hill,Sue
6449,1824,Allen Covert,Ten Second Tom
6450,1824,Maya Rudolph,Stacy
6451,1824,Jonathan Loughran,Jennifer
6452,1824,Peter Dante,Security Guard
6453,1824,Jackie Sandler,Dentist
6454,1824,Lynn Collins,Linda
6455,1824,Kevin James,Factory Worker
6456,1824,Missi Pyle,Noreen
6457,2976,John Travolta,Edna Turnblad
6458,2976,Michelle Pfeiffer,Velma Von Tussle
6459,2976,Christopher Walken,Wilbur Turnblad
6460,2976,James Marsden,Corny Collins
6461,2976,Queen Latifah,Motormouth Maybelle
6462,2976,Zac Efron,Link Larkin
6463,2976,Amanda Bynes,Penny Pingleton
6464,2976,Brittany Snow,Amber Von Tussle
6465,2976,Allison Janney,Prudy Pringleton
6466,2976,Jayne Eastwood,Miss Wimsey
6467,2976,Paul Dooley,Mr. Spritzer
6468,2976,Jerry Stiller,Mr. Pinky
6469,2976,Nick Loren,Cop Nick
6470,2976,Bruce McFee,Police Chief
6471,2976,Seth Howard,Stage Manager
6472,2976,Adam Shankman,Talent Agent
6473,2976,Anne Fletcher,Nurse
6474,2976,Zachary Woodlee,Smoking Teacher
6475,2976,Becca Sweitzer,Darla - Corny Collins Council
6476,2976,Nadine Ellis,Dynamites
6477,11026,Stellan Skarsgård,Father Merrin
6478,11026,James D'Arcy,Father Francis
6479,11026,Julian Wadham,Major Granville
6480,11026,Ben Cross,Semelier
6481,11026,Ralph Brown,Sergeant Major
6482,11026,David Bradley,Father Gionetti
6483,332,Matthew Broderick,Inspector Gadget / Robo Gadget / John Brown
6484,332,Rupert Everett,Sanford Scolex
6485,332,Michelle Trachtenberg,Penny
6486,332,Andy Dick,Kramer
6487,332,Cheri Oteri,Mayor Wilson
6488,332,Dabney Coleman,Chief Quimby
6489,332,Frances Bay,Thelma
6490,332,Richard Kiel,Famous Big Guy with Silver Teeth
6491,75656,Jesse Eisenberg,J. Daniel Atlas
6492,75656,Mark Ruffalo,Dylan Rhodes
6493,75656,Woody Harrelson,Merritt McKinney
6494,75656,Isla Fisher,Henley Reeves
6495,75656,Dave Franco,Jack Wilder
6496,75656,Michael Caine,Arthur Tressler
6497,75656,Morgan Freeman,Thaddeus Bradley
6498,75656,Michael Kelly,Agent Fuller
6499,75656,Common,Evans
6500,75656,David Warshofsky,Cowan
6501,75656,Stephanie Honoré,Atlas Groupie
6502,75656,Elias Koteas,Lionel Shrike
6503,75656,Justine Wachsberger,Paris Bank Manager
6504,38365,Adam Sandler,Lenny Feder
6505,38365,Salma Hayek,Roxanne Chase-Feder
6506,38365,Maria Bello,Sally Lamonsoff
6507,38365,Steve Buscemi,Wiley
6508,38365,Maya Rudolph,Deanne McKenzie
6509,38365,Kevin James,Eric Lamonsoff
6510,38365,Rob Schneider,Rob Hilliard
6511,38365,Chris Rock,Kurt McKenzie
6512,38365,Jamie Chung,Amber Hilliard
6513,38365,David Spade,Marcus Higgins
6514,38365,Colin Quinn,Dickie Bailey
6515,38365,Tim Meadows,Malcolm
6516,38365,Dan Patrick,Norby The Ride Guy
6517,38365,Sadie Sandler,Tardio's Daughter
6518,38365,Jackie Sandler,Tardio's Wife
6519,594,Tom Hanks,Viktor Navorski
6520,594,Catherine Zeta-Jones,Amelia Warren
6521,594,Stanley Tucci,Frank Dixon
6522,594,Chi McBride,Mulroy
6523,594,Diego Luna,Enrique Cruz
6524,594,Barry Shabaka Henley,Thurman
6525,594,Zoe Saldana,Torres
6526,594,Eddie Jones,Salchak
6527,594,Jude Ciccolella,Karl Iverson
6528,594,Kenneth Choi,CBP Officer
6529,594,Scott Adsit,Cab Driver
6530,15189,Emma Roberts,Andi
6531,15189,Jake T. Austin,Bruce
6532,15189,Don Cheadle,Bernie
6533,15189,Johnny Simmons,Dave
6534,15189,Lisa Kudrow,Lois Scudder
6535,15189,Ajay Naidu,ACO Jake
6536,15189,Eric Edelstein,ACO Max
6537,15189,Yvette Nicole Brown,Ms. Camwell
6538,15189,Maximiliano Hernández,Officer Mike
6539,15189,Tiya Sircar,Marianne
6540,11678,Chris O'Donnell,Peter Garrett
6541,11678,Robin Tunney,Annie Garrett
6542,11678,Bill Paxton,Elliot Vaughn
6543,11678,Scott Glenn,Montgomery Wick
6544,11678,Temuera Morrison,Major Rasul
6545,11678,Alexander Siddig,Kareem Nazir
6546,11678,Stuart Wilson,Royce Garrett
6547,11678,Roshan Seth,Colonel Amir Salim
6548,11678,Ben Mendelsohn,Malcolm Bench
6549,6538,Tom Hanks,Charlie Wilson
6550,6538,Philip Seymour Hoffman,Gust Avrakotos
6551,6538,Julia Roberts,Joanne Herring
6552,6538,Amy Adams,Bonnie Bach
6553,6538,Om Puri,President Zia
6554,6538,John Slattery,Cravely
6555,6538,Rachel Nichols,Charlies Engel
6556,6538,Erick Avari,Avi Perlman
6557,6538,Denis O'Hare,Harold Holt
6558,6538,Ned Beatty,Doc Long
6559,6538,Emily Blunt,Jane Liddle
6560,6538,Ken Stott,
6561,10555,Will Smith,Oscar (voice)
6562,10555,Robert De Niro,Don Lino (voice)
6563,10555,Renée Zellweger,Angie (voice)
6564,10555,Jack Black,Lenny (voice)
6565,10555,Angelina Jolie,Lola (voice)
6566,10555,Martin Scorsese,Sykes (voice)
6567,10555,David P. Smith,Crazy Joe (voice)
6568,10555,Michael Imperioli,Frankie (voice)
6569,10555,Vincent Pastore,Luca (voice)
6570,10555,Peter Falk,Don Feinberg
6571,10555,Frank Vincent,Great White #3
6572,1125,Jamie Foxx,Curtis Taylor Jr.
6573,1125,Eddie Murphy,"James ""Thunder"" Early"
6574,1125,Danny Glover,Marty Madison
6575,1125,Keith Robinson,C.C. White
6576,1125,Sharon Leal,Michelle Morris
6577,1125,Loretta Devine,Jazz Singer
6578,1125,John Lithgow,Jerry Harris
6579,1125,John Krasinski,Sam Walsh
6580,1125,Esther Scott,Aunt Ethel
6581,1125,Yvette Nicole Brown,Curtis' Secretary
6582,1125,Damion Poitier,Man in D.C. Bar (uncredited)
6583,4551,John Travolta,Chili Palmer
6584,4551,Uma Thurman,Edie Athens
6585,4551,Vince Vaughn,Raji
6586,4551,Cedric the Entertainer,Sin LaSalle
6587,4551,André Benjamin,Dabu
6588,4551,Christina Milian,Linda Moon
6589,4551,Paul Adelstein,Hy Gordon
6590,4551,Debi Mazar,Marla
6591,4551,Harvey Keitel,Nick Carr
6592,4551,Dwayne Johnson,Elliot Wilhelm
6593,4551,Danny DeVito,Martin Weir
6594,4551,James Woods,Tommy Athens
6595,4551,RZA,RZA
6596,4551,Arielle Kebbel,Robin
6597,4551,Margaret Travolta,Marge
6598,4551,Scott Adsit,Program Director
6599,4551,Nick Loren,Assistant Director
6600,4551,Will.i.am,Will.i.am
6601,612,Eric Bana,Avner
6602,612,Daniel Craig,Steve
6603,612,Ciarán Hinds,Carl
6604,612,Mathieu Kassovitz,Robert
6605,612,Ayelet Zurer,Daphna
6606,612,Geoffrey Rush,Ephraim
6607,612,Mathieu Amalric,Louis
6608,612,Moritz Bleibtreu,Andreas
6609,612,Lynn Cohen,Golda Meir
6610,612,Michael Lonsdale,Papa
6611,9567,Bruce Willis,Lieutenant A.K. Waters
6612,9567,Monica Bellucci,Dr. Lena Fiore Kendricks
6613,9567,Cole Hauser,James 'Red' Atkins
6614,9567,Eamonn Walker,Ellis 'Zee' Pettigrew
6615,9567,Johnny Messner,Kelly Lake
6616,9567,Nick Chinlund,Michael 'Slo' Slowenski
6617,9567,Tom Skerritt,Captain Bill Rhodes
6618,9567,Fionnula Flanagan,Sister Grace
6619,9567,Peter Mensah,Terwase
6620,37821,Katherine Heigl,Jen Kornfeldt
6621,37821,Ashton Kutcher,Spencer Aimes
6622,37821,Catherine O'Hara,Mrs. Kornfeldt
6623,37821,Alex Borstein,Mrs. Baily
6624,37821,Rob Riggle,Henry
6625,37821,Kevin Sussman,Mac Bailey
6626,37821,Mary Birdsong,Jackie Vallero
6627,37821,Ariel Winter,Sadie
6628,37821,Ric Reitz,Dougie Vollero
6629,37821,Usher Raymond,Kevin the Manager
6630,203801,Henry Cavill,Napoleon Solo
6631,203801,Armie Hammer,Illya Kuryakin
6632,203801,Alicia Vikander,Gaby Teller
6633,203801,Hugh Grant,Waverly
6634,203801,Jared Harris,Sanders
6635,203801,Christian Berkel,Udo
6636,2539,Adam Sandler,John Clasky
6637,2539,Téa Leoni,Deborah Clasky
6638,2539,Cloris Leachman,Evelyn Wright
6639,2539,Spencer Locke,Sleepover Friend
6640,9297,Steve Buscemi,Nebbercracker (voice)
6641,9297,Spencer Locke,Jenny Bennett (voice)
6642,9297,Catherine O'Hara,Mom (voice)
6643,9297,Fred Willard,Dad (voice)
6644,9297,Maggie Gyllenhaal,Zee (voice)
6645,9297,Jason Lee,Bones (voice)
6646,9297,Kevin James,Officer Landers (voice)
6647,9297,Nick Cannon,Officer Lister (voice)
6648,9297,Jon Heder,Reginald 'Skull' Skulinski (voice)
6649,9297,Kathleen Turner,Constance (voice)
6650,3172,Bruce Willis,Joshep Blake
6651,3172,Billy Bob Thornton,Terry Lee Collins
6652,3172,Cate Blanchett,Kate Wheeler
6653,3172,Troy Garity,Harvey Pollard
6654,3172,Brían F. O'Byrne,Darill Miller
6655,3172,Stacey Travis,Cloe Miller
6656,3172,Azura Skye,Cheri
6657,3172,January Jones,Claire/Pink Boots
6658,6520,Sean Connery,King Arthur
6659,6520,Richard Gere,Lancelot
6660,6520,Julia Ormond,Guinevere
6661,6520,Ben Cross,Prince Malagant
6662,6520,Liam Cunningham,Agravaine
6663,6520,Ralph Ineson,Ralf
6664,6520,John Gielgud,Oswald
6665,1439,Jodie Foster,Anna Leonowens
6666,1439,Chow Yun-fat,King Mongkut
6667,1439,Bai Ling,Tuptim
6668,1439,Tom Felton,Louis Leonowens
6669,1439,Randall Duk Kim,General Alak
6670,1439,Kenneth Tsang,Justice Phya Phrom
6671,37958,Mickey Rourke,King Hyperion
6672,37958,Kellan Lutz,Poseidon
6673,37958,Henry Cavill,Theseus
6674,37958,Luke Evans,Zeus
6675,37958,John Hurt,Old Zeus
6676,37958,Stephen Dorff,Stavros
6677,37958,Robert Maillet,Minotaur
6678,2026,Bruce Willis,Jeff Talley
6679,2026,Kevin Pollak,Walter Smith
6680,2026,Jimmy Bennett,Tommy Smith
6681,2026,Ben Foster,Mars Krupcheck
6682,2026,Jonathan Tucker,Dennis Kelly
6683,2026,Kim Coates,The Watchman
6684,2026,Glenn Morshower,Lt. Leifitz
6685,7450,Matt Damon,Cale Tucker
6686,7450,Bill Pullman,Captain Korso
6687,7450,Drew Barrymore,Akima
6688,7450,John Leguizamo,Gune
6689,7450,Nathan Lane,Preed
6690,7450,Janeane Garofalo,Stith
6691,7450,Ron Perlman,Prof. Sam Tucker
6692,11375,Harrison Ford,Sgt. Joe Gavilan
6693,11375,Josh Hartnett,Det. K.C. Calden
6694,11375,Lena Olin,Ruby
6695,11375,Bruce Greenwood,Lt. Bennie Macko
6696,11375,Isaiah Washington,Antoine Sartain
6697,11375,Lolita Davidovich,Cleo Ricard
6698,11375,Keith David,Leon
6699,11375,Dwight Yoakam,Leroy Wasley
6700,11375,Martin Landau,Jerry Duran
6701,11375,Lou Diamond Phillips,Wanda
6702,11375,James MacDonald,Danny Broome
6703,11375,Alan Dale,Commander Preston
6704,11375,André Benjamin,Silk Brown
6705,11375,Clyde Kusatsu,Coroner Chung
6706,11375,Eric Idle,Celebrity
6707,11375,Robert Wagner,Himself
6708,11375,Anthony Mackie,Killer 'Joker'
6709,11375,Eloy Casados,Det. Eddie Cruz
6710,11375,Brianna Brown,Shawna
6711,9425,Kurt Russell,Todd
6712,9425,Jason Scott Lee,Caine 607
6713,9425,Jason Isaacs,Colonel Mekum
6714,9425,Connie Nielsen,Sandra
6715,9425,Sean Pertwee,Mace
6716,9425,Michael Chiklis,Jimmy Pig
6717,9425,Corbin Bleu,Johnny
6718,9425,Sara Paxton,Angie
6719,25769,Lou Taylor Pucci,Danny Green
6720,25769,Chris Pine,Brian Green
6721,25769,Piper Perabo,Bobby
6722,25769,Christopher Meloni,Frank Holloway
6723,25769,Mark Moses,Doctor
6724,25769,Dylan Kenin,Tom
6725,23685,Brendan Fraser,Stu Miley
6726,23685,Bridget Fonda,Dr. Julie McElroy
6727,23685,John Turturro,Monkeybone (voice)
6728,23685,Chris Kattan,Organ Donor Stu
6729,23685,Giancarlo Esposito,Hypnos
6730,23685,Rose McGowan,Miss Kitty
6731,23685,Dave Foley,Herb
6732,23685,Megan Mullally,Kimmy Miley
6733,23685,Bob Odenkirk,Head Surgeon
6734,23685,Whoopi Goldberg,Death
6735,23685,Ilia Volok,Rasputin
6736,23685,Anne Fletcher,Museum Dancer
6737,23685,Diane Mizota,Museum Dancer
6738,23685,Doug Jones,Yeti
6739,23685,Brian Steele,Jumbo the Elephant God
6740,23685,Joe Ranft,Streetsquash Rabbit (voice)
6741,23685,Roger L. Jackson,Arnold the Super Reaper (voice)
6742,23685,Mike Mitchell,Miss Hudiapp (voice)
6743,23685,Thomas Haden Church,Death's Assistant
6744,11866,Dennis Quaid,Frank Towns
6745,11866,Tyrese Gibson,A.J.
6746,11866,Giovanni Ribisi,Elliott
6747,11866,Miranda Otto,Kelly
6748,11866,Hugh Laurie,Ian
6749,11866,Tony Curran,Alex Rodney
6750,11866,Jacob Vargas,Sammi
6751,9741,Bruce Willis,David Dunn
6752,9741,Samuel L. Jackson,Elijah Price
6753,9741,Robin Wright,Audrey Dunn
6754,9741,Spencer Treat Clark,Joseph Dunn
6755,9741,John Patrick Amedori,Hostage Boy
6756,9741,Chance Kelly,Orange Suit Man
6757,9741,M. Night Shyamalan,Stadium Drug Dealer
6758,9741,Eamonn Walker,Dr. Mathison
6759,9741,Leslie Stefanson,Kelly
6760,9741,Michael Kelly,ER Doctor
6761,9741,Damian Young,Green Army Jacketed Man
6762,211672,Sandra Bullock,Scarlet Overkill (voice)
6763,211672,Jon Hamm,Herb Overkill (voice)
6764,211672,Michael Keaton,Walter Nelson (voice)
6765,211672,Allison Janney,Madge Nelson (voice)
6766,211672,Steve Coogan,Professor Flux / Tower Guard (voice)
6767,211672,Geoffrey Rush,Narrator (voice)
6768,211672,Steve Carell,Gru (voice)
6769,211672,Katy Mixon,Tina (voice)
6770,211672,Hiroyuki Sanada,Sumo (voice)
6771,211672,Ava Acres,Additional Voices (voice)
6772,23629,Emily Browning,Baby Doll
6773,23629,Abbie Cornish,Sweet Pea
6774,23629,Jena Malone,Rocket
6775,23629,Vanessa Hudgens,Blondie
6776,23629,Jamie Chung,Amber
6777,23629,Carla Gugino,Madame Vera Gorski / Dr. Vera Gorski
6778,23629,Oscar Isaac,Blue Jones
6779,23629,Richard Cetrone,CJ
6780,23629,Jon Hamm,The Doctor / The High Roller
6781,23629,Scott Glenn,The Wise Man / The General / The Bus Driver
6782,23629,Patrick Sabongui,Earl
6783,23629,Michael Adamthwaite,State Trooper #1
6784,8688,Nicolas Cage,Rick Santoro
6785,8688,Gary Sinise,Commander Kevin Dunne
6786,8688,John Heard,Gilbert Powell
6787,8688,Carla Gugino,Julia Costello
6788,8688,Tamara Tunie,Anthea
6789,8688,Kevin Dunn,Lou Logan
6790,8688,Michael Rispoli,Jimmy George
6791,8688,Luis Guzmán,Cyrus
6792,8688,Mike Starr,Walt McGahn
6793,8688,Jernard Burks,Tyler's Bodyguard
6794,8688,Mark Camacho,C.J.
6795,10153,Dustin Hoffman,Dr. Norman Goodman
6796,10153,Sharon Stone,Dr. Elizabeth 'Beth' Halperin
6797,10153,Samuel L. Jackson,Dr. Harry Adams
6798,10153,Peter Coyote,Captain Harold C. Barnes
6799,10153,Liev Schreiber,Dr. Ted Fielding
6800,10153,Queen Latifah,Alice 'Teeny' Fletcher
6801,153518,Jason Sudeikis,Red (voice)
6802,153518,Josh Gad,Chuck (voice)
6803,153518,Danny McBride,Bomb (voice)
6804,153518,Maya Rudolph,Matilda (voice)
6805,153518,Bill Hader,Leonard (voice)
6806,153518,Peter Dinklage,Mighty Eagle (voice)
6807,153518,Sean Penn,Terence (voice)
6808,153518,Keegan-Michael Key,Judge Peckinpah (voice)
6809,153518,Tony Hale,Ross / Cyrus / Mime (voice)
6810,153518,Ike Barinholtz,Tiny (voice)
6811,153518,Ava Acres,Timothy the Birthday Bird (voice)
6812,153518,Geoffrey Arend,Day Care Teacher (voice)
6813,153518,Alex Borstein,Sophie Bird / Peggy Bird (voice)
6814,153518,Max Charles,Bobby Bird (voice)
6815,153518,Fred Tatasciore,Monty Pig (voice)
6816,153518,Judah Friedlander,Bill Beakins (voice)
6817,8676,Matthew McConaughey,Ben 'Finn' Finnegan
6818,8676,Kate Hudson,Tess Finnegan
6819,8676,Donald Sutherland,Nigel Honeycutt
6820,8676,Ewen Bremner,Alfonz
6821,8676,Kevin Hart,Bigg Bunny
6822,8676,Ray Winstone,Moe Fitch
6823,8676,Adam LeFevre,Gary
6824,20829,Adam Sandler,George Simmons
6825,20829,Seth Rogen,Ira Wright
6826,20829,Leslie Mann,Laura
6827,20829,Eric Bana,Clarke
6828,20829,Jonah Hill,Leo Koenig
6829,20829,Jason Schwartzman,Mark Taylor Jackson
6830,20829,RZA,Chuck
6831,20829,Aziz Ansari,Randy
6832,20829,Aubrey Plaza,Daisy Danby
6833,20829,Paul Reiser,Himself
6834,20829,George Wallace,Himself
6835,20829,Norm Macdonald,Himself
6836,20829,Sarah Silverman,Herself
6837,20829,Ray Romano,Himself
6838,20829,Charles Fleischer,Himself
6839,20829,Andy Dick,Himself
6840,20829,Carla Gallo,Miss Pruitt on Yo Teach
6841,20829,Steve Bannos,Deli Manager
6842,20829,Justin Long,Re-Do Guy
6843,4349,Jamie Foxx,Ronald Fleury
6844,4349,Jennifer Garner,Janet Mayes
6845,4349,Chris Cooper,Grant Sykes
6846,4349,Jason Bateman,Adam Leavitt
6847,4349,Jeremy Piven,Damon Schmidt
6848,4349,Richard Jenkins,Robert Grace
6849,4349,Tim McGraw,Aaron Jackson
6850,4349,Kyle Chandler,Francis Manner
6851,4349,Frances Fisher,Elaine Flowers
6852,4349,Danny Huston,Gideon Young
6853,4349,Anna Deavere Smith,Maricella Canavesio
6854,9718,Will Ferrell,Ricky Bobby
6855,9718,John C. Reilly,"Cal Naughton, Jr."
6856,9718,Sacha Baron Cohen,Jean Girard
6857,9718,Gary Cole,Reese Bobby
6858,9718,Michael Clarke Duncan,Lucius Washington
6859,9718,Leslie Bibb,Carley Bobby
6860,9718,Amy Adams,Susan
6861,9718,Jane Lynch,Lucy Bobby
6862,9718,Andy Richter,Gregory
6863,9718,Molly Shannon,Mrs. Dennit
6864,9718,David Koechner,Hershell
6865,9718,Jake Johnson,5-Year-Old Ricky
6866,9718,Jack McBrayer,Glenn
6867,9718,Ian Roberts,Kyle
6868,9718,Jason Davis,Waffle House Manager
6869,9718,Pat Hingle,"Mr. Dennit, Sr."
6870,9718,Yasiin Bey,Mos Def
6871,9718,Ed Lauter,John Hanafin
6872,10808,Eddie Murphy,Dr. John Dolittle
6873,10808,Kristen Wilson,Lisa Dolittle
6874,10808,Mandy Moore,Girl Bear Cub
6875,10808,John DiMaggio,Seeing Eye Dog / Wassup Fish / Mouse (voice)
6876,10808,Andy Richter,Eugene Wilson
6877,10808,James Avery,Eldon
6878,10808,Arnold Schwarzenegger,White Wolf (voice) (archive sound) (uncredited)
6879,10808,Andy Dick,Lennie the Weasel (voice)
6880,10808,Joey Lauren Adams,Squirrel (voice)
6881,10808,David Cross,Dog / Animal Groupie #2 (voice)
6882,10808,Mike Epps,Sonny (voice)
6883,10808,Jamie Kennedy,Bandit / Forest Animal / Animal Groupie #1 (voice)
6884,10808,Tom Kenny,Male Tortoise (voice)
6885,10808,Cedric the Entertainer,Zoo Bear #1 (voice)
6886,10808,David L. Lander,Bird (voice)
6887,10808,Michael McKean,Bird (voice)
6888,10808,Mandy Moore,Girl Bear Cub (voice)
6889,10808,Frankie Muniz,Boy Bear Cub (voice)
6890,10808,Bob Odenkirk,Animal Groupie #4 / Forest Animal / Dog (voice)
6891,10808,John Witherspoon,Zoo Bear #2 (voice)
6892,10808,Lisa Kudrow,Ava (voice)
6893,10808,Crystal the Monkey,Drunk Monkey (uncredited)
6894,10808,Kevin Pollak,Riley / Alligator
6895,10808,Jeffrey Jones,Joe Potter
6896,10808,Ken Hudson Campbell,Animal Control Officer / Dog / Animal Groupie #3 / Forest Animal (voice)
6897,10808,Googy Gress,Bear Announcer
6898,197,Mel Gibson,William Wallace
6899,197,Catherine McCormack,Murron MacClannough
6900,197,Angus Macfadyen,Robert the Bruce
6901,197,Brendan Gleeson,Hamish Campbell
6902,197,James Cosmo,Campbell
6903,197,Brian Cox,Argyle Wallace
6904,197,Tommy Flanagan,Morrison
6905,197,David O'Hara,"Stephen, Irish Fighter"
6906,197,Peter Mullan,Veteran
6907,197,Gerard McSorley,Cheltham
6908,197,Richard Leaf,Governor of York
6909,197,Alun Armstrong,Mornay
6910,197,Michael Byrne,Smythe
6911,25,Jamie Foxx,Staff Sgt. Sykes
6912,25,Jake Gyllenhaal,Anthony Swofford
6913,25,Lucas Black,Kruger
6914,25,Peter Sarsgaard,Alan Troy
6915,25,Laz Alonso,Ramon Escobar
6916,25,Chris Cooper,Lt. Col. Kazinski
6917,25,Damion Poitier,Poitier
6918,25,John Krasinski,Corporal Harrigan
6919,25,Dendrie Taylor,Mrs. Swofford
6920,25,Ming Lo,Bored Gunny
6921,25,Dennis Haysbert,Major Lincoln
6922,35,Hank Azaria,Professor Frink / Comic Book Guy / Moe / Chief Wiggum / Lou / Carl / Cletus / Bumblebee Man / Male EPA Worker / Dome Depot Announcer / Kissing Cop / Carnival Barker / Counter Man / Apu / Drederick Tatum / Sea Captain / EPA Passenger / Robot / Dr. Nick / Wise Guy (voice)
6923,35,Harry Shearer,Scratchy / Mr. Burns / Rev. Lovejoy / Ned Flanders / Lenny / Skull / President Arnold Schwarzenegger / Kent Brockman / Principal Skinner / Dr. Hibbert / Smithers / Toll Booth Man / Guard / Otto / Kang (voice)
6924,35,Kelsey Grammer,Sideshow Bob (voice)
6925,35,Joe Mantegna,Fat Tony (voice)
6926,35,Tom Hanks,Himself (voice)
6927,35,Tress MacNeille,Sweet Old Lady / Colin / Mrs. Skinner / Nelson's Mother / Pig / Cat Lady / Female EPA Worker / G.P.S. Woman / Cookie Kwan / Lindsey Naegle / TV Son / Medicine Woman / Girl on Phone (voice)
6928,35,Albert Brooks,Russ Cargill (voice)
6929,11086,Jim Carrey,Peter Appleton
6930,11086,Martin Landau,Harry Trimble
6931,11086,David Ogden Stiers,Doc Stanton
6932,11086,Hal Holbrook,Congressman Doyle
6933,11086,Bob Balaban,Elvin Glyde
6934,11086,Ron Rifkin,Kevin Bannerman
6935,11086,Jeffrey DeMunn,Mayor Ernie Cole
6936,11086,Brent Briscoe,Sheriff Cecil Coleman
6937,11086,Brian Howe,Carl Leffert
6938,11086,Bruce Campbell,Roland
6939,11086,Matt Damon,Luke Trimble (voice)
6940,10477,Kip Pardue,Jimmy Bly
6941,10477,Til Schweiger,Beau Brandenburg
6942,10477,Sylvester Stallone,Joe Tanto
6943,10477,Burt Reynolds,Carl Henry
6944,10477,Gina Gershon,Cathy Heguy
6945,10477,Brent Briscoe,Crusher
6946,1997,Guy Pearce,Aidan McRory
6947,1997,Freddie Highmore,Raoul Normandin
6948,6947,Bryce Dallas Howard,Ivy Walker
6949,6947,Joaquin Phoenix,Lucius Hunt
6950,6947,Adrien Brody,Noah Percy
6951,6947,William Hurt,Edward Walker
6952,6947,Sigourney Weaver,Alice Hunt
6953,6947,Brendan Gleeson,August Nicholson
6954,6947,Cherry Jones,Mrs. Clack
6955,6947,Celia Weston,Vivian Percy
6956,6947,Frank Collison,Victor
6957,6947,Judy Greer,Kitty Walker
6958,6947,Jesse Eisenberg,Jamison
6959,6947,Michael Pitt,Finton Coin
6960,6947,M. Night Shyamalan,Guard at Desk
