,movieId,person_name,role
0,19995,Sam Worthington,Jake Sully
1,19995,Zoe Saldana,Neytiri
2,19995,Sigourney Weaver,Dr. Grace Augustine
3,19995,Stephen Lang,Col. Quaritch
4,19995,Michelle Rodriguez,Trudy Chacon
5,19995,Giovanni Ribisi,Selfridge
6,19995,Joel David Moore,Norm Spellman
7,19995,CCH Pounder,Moat
8,19995,Wes Studi,Eytukan
9,19995,Laz Alonso,Tsu'Tey
10,19995,Scott Lawrence,Venture Star Crew Chief
11,19995,Peter Mensah,Horse Clan Leader
12,19995,Terry Notary,Banshee (uncredited)
13,285,Johnny Depp,Captain Jack Sparrow
14,285,Orlando Bloom,Will Turner
15,285,Keira Knightley,Elizabeth Swann
16,285,Stellan Skarsgård,"William ""Bootstrap Bill"" Turner"
17,285,Chow Yun-fat,Captain Sao Feng
18,285,Bill Nighy,Captain Davy Jones
19,285,Geoffrey Rush,Captain Hector Barbossa
20,285,Jack Davenport,Admiral James Norrington
21,285,Kevin McNally,Joshamee Gibbs
22,285,Tom Hollander,Lord Cutler Beckett
23,285,Naomie Harris,Tia Dalma
24,285,Jonathan Pryce,Governor Weatherby Swann
25,285,Mackenzie Crook,Ragetti
26,285,Greg Ellis,Lieutenant Theodore Groves
27,285,David Bailie,Cotton
28,285,Martin Klebba,Marty
29,285,David Schofield,Ian Mercer
30,285,Angus Barnett,Mullroy
31,285,Reggie Lee,Tai Huang
32,285,Andy Beckwith,Clacker
33,206647,Daniel Craig,James Bond
34,206647,Christoph Waltz,Blofeld
35,206647,Léa Seydoux,Madeleine
36,206647,Ralph Fiennes,M
37,206647,Monica Bellucci,Lucia
38,206647,Ben Whishaw,Q
39,206647,Naomie Harris,Moneypenny
40,206647,Dave Bautista,Hinx
41,206647,Jesper Christensen,Mr. White
42,206647,Judi Dench,M (uncredited)
43,49026,Christian Bale,Bruce Wayne / Batman
44,49026,Michael Caine,Alfred Pennyworth
45,49026,Gary Oldman,James Gordon
46,49026,Anne Hathaway,Selina Kyle / Catwoman
47,49026,Tom Hardy,Bane
48,49026,Marion Cotillard,Miranda Tate
49,49026,Joseph Gordon-Levitt,Blake
50,49026,Morgan Freeman,Lucius Fox
51,49026,Cillian Murphy,Dr. Jonathan Crane / Scarecrow
52,49026,Juno Temple,Jen
53,49026,Liam Neeson,Ra's Al Ghul
54,49026,Ben Mendelsohn,Daggett
55,49026,Josh Pence,Young Ra's Al Ghul
56,49026,Joey King,Young Talia Al Ghul
57,49026,Burn Gorman,Stryver
58,49026,Brett Cullen,Congressman
59,49026,Reggie Lee,Ross
60,49026,Chris Ellis,Fr. Reilly
61,49026,Thomas Lennon,Doctor
62,49026,Rob Brown,Allen
63,49026,Glen Powell,Trader #1
64,49026,Brent Briscoe,Veteran Cop
65,49026,Robert Wisdom,Army Captain at Bridge
66,49026,Noel Gugliemi,Ex-Prisoner at River
67,49026,Josh Stewart,Barsad
68,49026,William Devane,President
69,49026,Desmond Harrington,Uniform
70,49026,Tomas Arana,Wayne's Lawyer
71,49026,Jillian Armenante,Lawyer's Clerk
72,49026,Michael Papajohn,Prison Guard (uncredited)
73,49026,Mark Falvo,Football Fan (uncredited)
74,49026,Gary Sievers,Prisoner (uncredited)
75,49529,Taylor Kitsch,John Carter
76,49529,Lynn Collins,Dejah Thoris
77,49529,Samantha Morton,Sola
78,49529,Willem Dafoe,Tars Tarkas
79,49529,Thomas Haden Church,Tal Hajus
80,49529,Mark Strong,Matai Shang
81,49529,Ciarán Hinds,Tardos Mors
82,49529,Dominic West,Sab Than
83,49529,James Purefoy,Kantos Kan
84,49529,Bryan Cranston,Powell
85,49529,Daryl Sabara,Edgar Rice Burroughs
86,49529,Nicholas Woodeson,Dalton
87,559,Tobey Maguire,Peter Parker / Spider-Man
88,559,Kirsten Dunst,Mary Jane Watson
89,559,James Franco,Harry Osborn / New Goblin
90,559,Thomas Haden Church,Flint Marko / Sandman
91,559,Topher Grace,Eddie Brock / Venom
92,559,Bryce Dallas Howard,Gwen Stacey
93,559,Rosemary Harris,May Parker
94,559,James Cromwell,Captain Stacey
95,559,J.K. Simmons,J. Jonah Jameson
96,559,Dylan Baker,Dr. Curt Connors
97,559,Bill Nunn,Joseph Robertson
98,559,Elizabeth Banks,Miss Brant
99,559,Ted Raimi,Hoffman
100,559,Willem Dafoe,Norman Osborn / Green Goblin
101,559,Cliff Robertson,Ben Parker
102,559,Elya Baskin,Mr. Ditkovitch
103,559,Michael Papajohn,Dennis Carradine / Carjacker
104,559,Joe Manganiello,Flash Thompson
105,559,Stan Lee,Man in Times Square
106,559,Bruce Campbell,Maître d
107,559,Andre B. Blake,Crane Disaster Radio Policeman
108,559,Robert Curtis Brown,Test Site Technician
109,559,Emilio Rivera,Policeman at Sand Truck
110,559,Mark Kubr,Jazz Club Bouncer
111,559,Bernadette Lords,British Publicist (uncredited)
112,38757,Mandy Moore,Rapunzel (voice)
113,38757,Donna Murphy,Mother Gothel (voice)
114,38757,Ron Perlman,Stabbington Brother (voice)
115,38757,M.C. Gainey,Captain of the Guard (voice)
116,38757,Jeffrey Tambor,Big Nose Thug (voice)
117,38757,Brad Garrett,Hook Hand Thug (voice)
118,38757,Richard Kiel,Vlad (voice)
119,99861,Robert Downey Jr.,Tony Stark / Iron Man
120,99861,Chris Hemsworth,Thor Odinson
121,99861,Mark Ruffalo,Bruce Banner / Hulk
122,99861,Chris Evans,Steve Rogers / Captain America
123,99861,Scarlett Johansson,Natasha Romanoff / Black Widow
124,99861,Jeremy Renner,Clint Barton / Hawkeye
125,99861,James Spader,Ultron (voice)
126,99861,Samuel L. Jackson,Nick Fury
127,99861,Don Cheadle,James Rhodes / War Machine
128,99861,Aaron Taylor-Johnson,Pietro Maximoff / Quicksilver
129,99861,Elizabeth Olsen,Wanda Maximoff / Scarlet Witch
130,99861,Paul Bettany,Jarvis (voice) / Vision
131,99861,Cobie Smulders,Maria Hill
132,99861,Anthony Mackie,Sam Wilson / The Falcon
133,99861,Hayley Atwell,Peggy Carter
134,99861,Idris Elba,Heimdall
135,99861,Linda Cardellini,Laura Barton
136,99861,Stellan Skarsgård,Erik Selvig
137,99861,Thomas Kretschmann,Strucker
138,99861,Andy Serkis,Ulysses Klaue / Klaw
139,99861,Julie Delpy,Madame B
140,99861,Stan Lee,Himself
141,99861,Henry Goodman,Dr. List
142,99861,Josh Brolin,Thanos (uncredited)
143,99861,Daniel Westwood,Asgardian God (uncredited)
144,767,Daniel Radcliffe,Harry Potter
145,767,Rupert Grint,Ron Weasley
146,767,Emma Watson,Hermione Granger
147,767,Tom Felton,Draco Malfoy
148,767,Michael Gambon,Albus Dumbledore
149,767,Jim Broadbent,Horace Slughorn
150,767,Helena Bonham Carter,Bellatrix Lestrange
151,767,Robbie Coltrane,Rubeus Hagrid
152,767,Maggie Smith,Minerva McGonagall
153,767,Alan Rickman,Severus Snape
154,767,Timothy Spall,Peter Pettigrew
155,767,David Thewlis,Remus Lupin
156,767,Julie Walters,Molly Weasley
157,767,Matthew Lewis,Neville Longbottom
158,767,Bonnie Wright,Ginny Weasley
159,767,Oliver Phelps,George Weasley
160,767,James Phelps,Fred Weasley
161,767,Mark Williams,Arthur Weasley
162,767,Warwick Davis,Filius Flitwick
163,767,Dave Legeno,Fenrir Greyback
164,767,Geraldine Somerville,Lily Potter
165,767,Helen McCrory,Narcissa Malfoy
166,767,David Bradley,Argus Filch
167,767,Gemma Jones,Poppy Pomfrey
168,767,Devon Murray,Seamus Finnigan
169,767,Josh Herdman,Gregory Goyle
170,767,Jamie Waylett,Vincent Crabbe
171,767,Alfie Enoch,Dean Thomas
172,767,Ralph Ineson,Amycus Carrow
173,209112,Ben Affleck,Bruce Wayne / Batman
174,209112,Henry Cavill,Clark Kent / Superman
175,209112,Gal Gadot,Diana Prince / Wonder Woman
176,209112,Amy Adams,Lois Lane
177,209112,Jesse Eisenberg,Lex Luthor
178,209112,Diane Lane,Martha Kent
179,209112,Jeremy Irons,Alfred Pennyworth
180,209112,Laurence Fishburne,Perry White
181,209112,Holly Hunter,Senator Finch
182,209112,Scoot McNairy,Wallace Keefe
183,209112,Jena Malone,Jenet Klyburn
184,209112,Harry Lennix,General Swanwick
185,209112,Kevin Costner,Jonathan Kent
186,209112,Ezra Miller,Barry Allen / The Flash
187,209112,Patrick Wilson,POTUS (voice)
188,209112,Michael Shannon,General Zod
189,209112,Jon Stewart,Himself
190,209112,Carla Gugino,A.I. Kelor (voice)
191,209112,Joe Morton,Silas Stone
192,209112,Jeffrey Dean Morgan,Thomas Wayne
193,209112,Robin Atkin Downes,Kreatur (voice)
194,1452,Kevin Spacey,Lex Luthor
195,1452,Kate Bosworth,Lois Lane
196,1452,James Marsden,Richard White
197,1452,Parker Posey,Kitty Kowalski
198,1452,Frank Langella,Perry White
199,1452,Marlon Brando,Jor-El
200,1452,Kal Penn,Stanford
201,1452,Ian Roberts,Riley
202,10764,Daniel Craig,James Bond
203,10764,Olga Kurylenko,Camille Montes
204,10764,Mathieu Amalric,Dominic Greene
205,10764,Judi Dench,M
206,10764,Gemma Arterton,Strawberry Fields
207,10764,Jeffrey Wright,Felix Leiter
208,10764,David Harbour,Gregg Beam
209,10764,Jesper Christensen,Mr. White
210,10764,Anatole Taubman,Elvis
211,10764,Tim Pigott-Smith,Foreign Secretary
212,10764,Joaquín Cosio,General Medrano
213,58,Johnny Depp,Captain Jack Sparrow
214,58,Orlando Bloom,Will Turner
215,58,Keira Knightley,Elizabeth Swann
216,58,Stellan Skarsgård,"William ""Bootstrap Bill"" Turner"
217,58,Bill Nighy,Captain Davy Jones
218,58,Jack Davenport,James Norrington
219,58,Kevin McNally,Joshamee Gibbs
220,58,Jonathan Pryce,Governor Weatherby Swann
221,58,Mackenzie Crook,Ragetti
222,58,Tom Hollander,Lord Cutler Beckett
223,58,Naomie Harris,Tia Dalma
224,58,David Bailie,Cotton
225,58,Martin Klebba,Marty
226,58,David Schofield,Ian Mercer
227,58,Geoffrey Rush,Captain Hector Barbossa
228,58,Andy Beckwith,Clanker
229,58,Reggie Lee,Headless
230,58,Christopher Adamson,Jimmy Legs
231,58,Max Baker,Burser - Edinburgh
232,58,Steve Speirs,Quartermaster - Edinburgh
233,57201,Johnny Depp,Tonto
234,57201,Armie Hammer,John Reid / The Lone Ranger
235,57201,William Fichtner,Butch Cavendish
236,57201,Helena Bonham Carter,Red Harrington
237,57201,James Badge Dale,Dan Reid
238,57201,Tom Wilkinson,Latham Cole
239,57201,Barry Pepper,Captain Jay Fuller
240,57201,James Frain,Barret
241,57201,Matt O'Leary,Skinny
242,57201,Leon Rippy,Collins
243,57201,W. Earl Brown,Stache
244,57201,Joaquín Cosio,Jesus
245,57201,Kevin Wiggins,Clayton
246,57201,Lew Temple,Hollis
247,57201,Stephen Root,Habberman
248,57201,Randy Oglesby,Shareholder
249,57201,Rance Howard,Engineer
250,49521,Henry Cavill,Clark Kent / Kal-El
251,49521,Amy Adams,Lois Lane
252,49521,Michael Shannon,General Zod
253,49521,Kevin Costner,Jonathan Kent
254,49521,Diane Lane,Martha Kent
255,49521,Russell Crowe,Jor-El
256,49521,Laurence Fishburne,Perry White
257,49521,Antje Traue,Faora-Ul
258,49521,Christopher Meloni,Colonel Hardy
259,49521,Ayelet Zurer,Lara Lor-Van
260,49521,Richard Schiff,Dr. Emil Hamilton
261,49521,Michael Kelly,Steve Lombard
262,49521,Carla Gugino,Kelor (voice)
263,49521,Richard Cetrone,Tor-An
264,49521,Mackenzie Gray,Jax-Ur
265,49521,Julian Richings,Lor-Em
266,49521,David Lewis,Major Laramore
267,49521,Harry Lennix,General Swanwick
268,2454,Ben Barnes,Prince Caspian
269,2454,Peter Dinklage,Trumpkin
270,2454,Warwick Davis,Nikabrik
271,2454,Pierfrancesco Favino,Lord Glozell
272,2454,Liam Neeson,Aslan (voice)
273,2454,Ken Stott,Trüffeljäger
274,2454,Tilda Swinton,White Witch
275,2454,Eddie Izzard,Reepicheep
276,24428,Robert Downey Jr.,Tony Stark / Iron Man
277,24428,Chris Evans,Steve Rogers / Captain America
278,24428,Mark Ruffalo,Bruce Banner / The Hulk
279,24428,Chris Hemsworth,Thor Odinson
280,24428,Scarlett Johansson,Natasha Romanoff / Black Widow
281,24428,Jeremy Renner,Clint Barton / Hawkeye
282,24428,Tom Hiddleston,Loki
283,24428,Clark Gregg,Agent Phil Coulson
284,24428,Cobie Smulders,Agent Maria Hill
285,24428,Stellan Skarsgård,Erik Selvig
286,24428,Samuel L. Jackson,Director Nick Fury
287,24428,Gwyneth Paltrow,"Virginia ""Pepper"" Potts"
288,24428,Paul Bettany,J.A.R.V.I.S. (voice)
289,24428,Powers Boothe,World Security Council
290,24428,Stan Lee,Old Man in TV Report
291,24428,Ashley Johnson,Waitress
292,24428,Harry Dean Stanton,Security Guard
293,24428,Maximiliano Hernández,Agent Jasper Sitwell
294,24428,Damion Poitier,Thanos / The Mad Titan (Uncredited)
295,24428,Jesse Garcia,Carrier BridgeTechs
296,24428,Robert Clohessy,Police Sergeant
297,24428,Pat Kiernan,Himself
298,1865,Johnny Depp,Captain Jack Sparrow
299,1865,Penélope Cruz,Angelica Teach
300,1865,Ian McShane,"Captain Edward ""Blackbeard"" Teach"
301,1865,Kevin McNally,Joshamee Gibbs
302,1865,Geoffrey Rush,Captain Hector Barbossa
303,1865,Sam Claflin,Philip Swift
304,1865,Stephen Graham,Scrum
305,1865,Greg Ellis,Lieutenant Theodore Groves
306,1865,Richard Griffiths,King George II
307,1865,Judi Dench,High Society Lady
308,1865,Christopher Fairbank,Ezekiel
309,1865,Bronson Webb,Cook
310,1865,Derek Mears,Master-at-Arms
311,1865,Deobia Oparei,Gunner
312,1865,Roger Allam,Prime Minister Henry Pelham
313,41154,Will Smith,Agent J
314,41154,Tommy Lee Jones,Agent K
315,41154,Josh Brolin,Young Agent K
316,41154,Michael Stuhlbarg,Griffin
317,41154,Emma Thompson,Agent O
318,41154,Jemaine Clement,Boris The Animal
319,41154,Alice Eve,Young Agent O
320,41154,Bill Hader,Andy Warhol
321,41154,Michael Chernus,Jeffrey Price
322,41154,David Rasche,Agent X
323,41154,Will Arnett,Agent AA
324,41154,Dan Bittner,MIB Tech #1 (uncredited)
325,122917,Martin Freeman,Bilbo Baggins
326,122917,Ian McKellen,Gandalf
327,122917,Richard Armitage,Thorin Oakenshield
328,122917,Ken Stott,Balin
329,122917,Graham McTavish,Dwalin
330,122917,James Nesbitt,Bofur
331,122917,Jed Brophy,Nori
332,122917,Orlando Bloom,Legolas
333,122917,Evangeline Lilly,Tauriel
334,122917,Lee Pace,Thranduil
335,122917,Cate Blanchett,Galadriel
336,122917,Hugo Weaving,Elrond
337,122917,Christopher Lee,Saruman
338,122917,Ian Holm,Old Bilbo
339,122917,Luke Evans,Bard
340,122917,Stephen Fry,Master of Laketown
341,122917,Billy Connolly,Dain
342,122917,Benedict Cumberbatch,Smaug / Necromancer (voice)
343,1930,Andrew Garfield,Peter Parker / Spider-Man
344,1930,Emma Stone,Gwen Stacy
345,1930,Rhys Ifans,Dr. Curt Connors / The Lizard
346,1930,Denis Leary,Captain Stacy
347,1930,Campbell Scott,Richard Parker
348,1930,Irrfan Khan,Rajit Ratha
349,1930,Martin Sheen,Uncle Ben
350,1930,Sally Field,Aunt May
351,1930,Max Charles,Peter Parker (Age 4)
352,1930,Embeth Davidtz,Mary Parker
353,1930,C. Thomas Howell,Jack's Father
354,1930,Stan Lee,School Librarian
355,1930,Michael Massee,Man in the Shadows
356,1930,Michael Papajohn,Alfie (uncredited)
357,1930,Skyler Gisondo,Howard Stacy
358,1930,Keith Campbell,Car Thief
359,1930,John Burke,Newscaster (News Chopper)
360,1930,Vincent Laresca,Construction Worker
361,20662,Russell Crowe,Robin Longstride
362,20662,Cate Blanchett,Marion Loxley
363,20662,Max von Sydow,Sir Walter Loxley
364,20662,William Hurt,William Marshal
365,20662,Mark Strong,Godfrey
366,20662,Oscar Isaac,Prince John
367,20662,Danny Huston,King Richard the Lionheart
368,20662,Eileen Atkins,Eleanor of Aquitaine
369,20662,Mark Addy,Friar Tuck
370,20662,Matthew Macfadyen,Sheriff of Nottingham
371,20662,Kevin Durand,Little John
372,20662,Léa Seydoux,Isabella of Angoulême
373,20662,Gerard McSorley,Baron Fitzrobert
374,20662,Velibor Topic,Belvedere
375,20662,Simon McBurney,Father Tancred
376,20662,Bronson Webb,Jimoen
377,20662,Luke Evans,Sheriff's Thug
378,20662,Giannina Facio,Lady-in-Waiting
379,20662,Ralph Ineson,Northerner
380,57158,Martin Freeman,Bilbo Baggins
381,57158,Ian McKellen,Gandalf
382,57158,Richard Armitage,Thorin Oakenshield
383,57158,Ken Stott,Balin
384,57158,Graham McTavish,Dwalin
385,57158,James Nesbitt,Bofur
386,57158,Benedict Cumberbatch,Smaug / The Necromancer
387,57158,Lee Pace,Thranduil
388,57158,Luke Evans,Bard the Bowman
389,57158,Evangeline Lilly,Tauriel
390,57158,Orlando Bloom,Legolas
391,57158,Stephen Fry,The Master of Laketown
392,57158,Terry Notary,Goblin
393,57158,Cate Blanchett,Galadriel
394,57158,Jed Brophy,Nori
395,2268,Nicole Kidman,Marisa Coulter
396,2268,Daniel Craig,Lord Asriel
397,2268,Sam Elliott,Lee Scoresby
398,2268,Eva Green,Serafina Pekkala
399,2268,Freddie Highmore,Pantalaimon (voice)
400,2268,Ian McKellen,Iorek Byrnison (voice)
401,2268,Ian McShane,Ragnar Sturlusson (voice)
402,2268,Kristin Scott Thomas,Stelmania (voice)
403,2268,Kathy Bates,Hester (voice)
404,2268,Jim Carter,John Faa
405,2268,Christopher Lee,First High Councilor
406,2268,Simon McBurney,Fra Pavel
407,2268,Magda Szubanski,Mrs. Lonsdale
408,2268,Derek Jacobi,Magisterial Emissary
409,254,Naomi Watts,Ann Darrow
410,254,Jack Black,Carl Denham
411,254,Adrien Brody,Jack Driscoll
412,254,Thomas Kretschmann,Captain Englehorn
413,254,Colin Hanks,Preston
414,254,Andy Serkis,Kong / Lumpy
415,254,Jamie Bell,Jimmy
416,254,Kyle Chandler,Bruce Baxter
417,254,Jed Brophy,Venture Crew
418,597,Kate Winslet,Rose DeWitt Bukater
419,597,Leonardo DiCaprio,Jack Dawson
420,597,Frances Fisher,Ruth Dewitt Bukater
421,597,Billy Zane,Caledon 'Cal' Hockley
422,597,Kathy Bates,Molly Brown
423,597,Bill Paxton,Brock Lovett
424,597,Bernard Hill,Captain Edward James Smith
425,597,David Warner,Spicer Lovejoy
426,597,Victor Garber,Thomas Andrews
427,597,Danny Nucci,Fabrizio
428,597,Ioan Gruffudd,Fifth Officer Lowe
429,597,Michael Ensign,Benjamin Guggenheim
430,597,Jenette Goldstein,Irish Mommy
431,597,Greg Ellis,Carpathia Steward
432,597,Anne Fletcher,Dancer
433,271110,Chris Evans,Steve Rogers / Captain America
434,271110,Robert Downey Jr.,Tony Stark / Iron Man
435,271110,Scarlett Johansson,Natasha Romanoff / Black Widow
436,271110,Sebastian Stan,Bucky Barnes / Winter Soldier
437,271110,Anthony Mackie,Sam Wilson / Falcon
438,271110,Don Cheadle,Lieutenant James Rhodes / War Machine
439,271110,Jeremy Renner,Clint Barton / Hawkeye
440,271110,Chadwick Boseman,T'Challa / Black Panther
441,271110,Paul Bettany,Vision
442,271110,Elizabeth Olsen,Wanda Maximoff / Scarlet Witch
443,271110,Paul Rudd,Scott Lang / Ant-Man
444,271110,Frank Grillo,Brock Rumlow / Crossbones
445,271110,William Hurt,Secretary of State Thaddeus Ross
446,271110,Daniel Brühl,Zemo
447,271110,John Slattery,Howard Stark
448,271110,Martin Freeman,Everett K. Ross
449,271110,Marisa Tomei,May Parker
450,271110,Hope Davis,Maria Stark
451,271110,Alfre Woodard,Miriam
452,271110,Stan Lee,FedEx Driver
453,271110,Damion Poitier,Hero Merc #1
454,44833,Taylor Kitsch,Lieutenant Alex Hopper
455,44833,Alexander Skarsgård,Commander Stone Hopper
456,44833,Liam Neeson,Admiral Shane
457,44833,Jesse Plemons,"Boatswain Mate Seaman Jimmy ""Ordy"" Ord"
458,44833,Jerry Ferrara,Sampson JOOD Strodell
459,44833,David Jensen,NASA Director
460,44833,Peter Berg,JPJ 2nd Gunner
461,44833,Adam Godley,Dr. Nogrady
462,44833,Stephen Bishop,JPJ OOD
463,44833,Gary Grubbs,Air Force Chief of Staff
464,44833,Rami Malek,Watch Officer
465,44833,Louis Lombardi,Bartender
466,44833,Josh Pence,Combat Systems Coordinator
467,44833,Kerry Cahill,Cal's Female Colleague
468,44833,Kyle Russell Clements,Regent Sea Commander
469,135397,Chris Pratt,Owen Grady
470,135397,Bryce Dallas Howard,Claire Dearing
471,135397,Irrfan Khan,Simon Masrani
472,135397,Vincent D'Onofrio,Vic Hoskins
473,135397,Ty Simpkins,Gray Mitchell
474,135397,Jake Johnson,Lowery Cruthers
475,135397,BD Wong,Henry Wu
476,135397,Judy Greer,Karen Mitchell
477,135397,Brian Tee,Hamada
478,135397,Eric Edelstein,Paddock Supervisor
479,135397,Jimmy Fallon,Jimmy Fallon
480,135397,James DuMont,Hal Osterly
481,37724,Daniel Craig,James Bond
482,37724,Judi Dench,M
483,37724,Javier Bardem,Silva
484,37724,Ralph Fiennes,Gareth Mallory / M
485,37724,Naomie Harris,Eve
486,37724,Albert Finney,Kincade
487,37724,Ben Whishaw,Q
488,37724,Helen McCrory,Clair Dowar
489,37724,Nicholas Woodeson,Doctor Hall
490,558,Tobey Maguire,Peter Parker / Spider-Man
491,558,Kirsten Dunst,Mary Jane Watson
492,558,James Franco,Harry Osborn
493,558,Alfred Molina,Dr. Otto Octavius / Doctor Octopus
494,558,Rosemary Harris,May Parker
495,558,Donna Murphy,Rosalie Octavius
496,558,J.K. Simmons,J. Jonah Jameson
497,558,Dylan Baker,Dr. Curt Connors
498,558,Willem Dafoe,Norman Osborn / Green Goblin
499,558,Bruce Campbell,Snooty Usher
500,558,Stan Lee,Man Dodging Debris
501,558,Joel McHale,Mr. Jacks
502,558,Emily Deschanel,Receptionist
503,558,Elizabeth Banks,Miss Brant
504,558,Daniel Dae Kim,Raymond
505,558,Aasif Mandvi,Mr. Aziz
506,558,Vanessa Ferlito,Louise
507,558,Joy Bryant,Woman at Web
508,558,John Landis,Doctor
509,558,Phil LaMarr,Train Passenger (uncredited)
510,558,Ted Raimi,Hoffman
511,558,Cliff Robertson,Ben Parker
512,558,Elya Baskin,Mr. Ditkovich
513,558,Bill Nunn,Joseph 'Robbie' Robertson
514,558,Brent Briscoe,Garbage Man
515,558,Peter McRobbie,OsCorp Representative
516,558,Louis Lombardi,Poker Player
517,558,Marc John Jefferies,Amazed Kid
518,558,Brianna Brown,Train Passenger
519,558,Molly Cheek,Society Woman
520,558,Peyton List,Little Girl Playing on Steps (uncredited)
521,68721,Robert Downey Jr.,Tony Stark / Iron Man
522,68721,Gwyneth Paltrow,"Virginia ""Pepper"" Potts"
523,68721,Don Cheadle,"Colonel James "" Rhodey"" Rhodes"
524,68721,Guy Pearce,Aldrich Killian / The Mandarin
525,68721,Rebecca Hall,Maya Hansen
526,68721,Jon Favreau,Happy Hogan
527,68721,Ben Kingsley,Trevor Slattery
528,68721,James Badge Dale,Savin
529,68721,Stephanie Szostak,Brandt
530,68721,Paul Bettany,Jarvis (voice)
531,68721,William Sadler,President Ellis
532,68721,Dale Dickey,Mrs. Davis
533,68721,Ty Simpkins,Harley Keener
534,68721,Miguel Ferrer,Vice President Rodriguez
535,68721,Shaun Toub,Ho Yinsen
536,68721,Pat Kiernan,Himself
537,68721,Bill Maher,Himself
538,68721,Spencer Garrett,Rose Hills Sherrif
539,68721,Stan Lee,Pageant Judge
540,68721,Mark Kubr,Ponytail Express
541,68721,Linden Ashby,Commander
542,68721,Sala Baker,Extremis Soldier
543,68721,Mark Ruffalo,Bruce Banner (uncredited)
544,12155,Johnny Depp,The Mad Hatter
545,12155,Anne Hathaway,The White Queen
546,12155,Helena Bonham Carter,The Red Queen
547,12155,Crispin Glover,The Knave of Hearts
548,12155,Marton Csokas,Charles Kingsleigh
549,12155,Lindsay Duncan,Helen Kingsleigh
550,12155,Matt Lucas,Tweedledee / Tweedledum
551,12155,Geraldine James,Lady Ascot
552,12155,Tim Pigott-Smith,Lord Ascot
553,12155,Leo Bill,Hamish Ascot
554,12155,Frances de la Tour,Aunt Imogene
555,12155,Michael Sheen,The White Rabbit (voice)
556,12155,Alan Rickman,The Caterpillar (voice)
557,12155,Christopher Lee,The Jabberwocky (voice)
558,12155,Stephen Fry,The Cheshire Cat (voice)
559,12155,Timothy Spall,The Bloodhound (voice)
560,12155,Michael Gough,The Dodo (voice)
561,12155,Imelda Staunton,Tall Flower Faces (voice)
562,36668,Hugh Jackman,Logan / Wolverine
563,36668,Halle Berry,Ororo Munroe / Storm
564,36668,Ian McKellen,Eric Lehnsherr / Magneto
565,36668,Patrick Stewart,Charles Xavier / Professor X
566,36668,Famke Janssen,Jean Grey / Phoenix
567,36668,Anna Paquin,Marie D'Ancanto / Rogue
568,36668,Kelsey Grammer,Dr. Henry 'Hank' McCoy / Beast
569,36668,Shawn Ashmore,Bobby Drake / Iceman
570,36668,Aaron Stanford,John Allerdyce / Pyro
571,36668,Ellen Page,"Katherine ""Kitty"" Pryde / Shadowcat"
572,36668,Rebecca Romijn,Raven Darkholme / Mystique
573,36668,James Marsden,Scott Summers / Cyclops
574,36668,Vinnie Jones,Cain Marko / Juggernaut
575,36668,Ben Foster,Warren Worthington III / Angel
576,36668,Daniel Cudmore,Piotr Rasputin / Colossus
577,36668,Dania Ramirez,Callisto
578,36668,Cameron Bright,Jimmy / Leech
579,36668,Ken Leung,Quentin Quire / Kid Omega
580,36668,Eric Dane,Jamie Madrox / Multiple Man
581,36668,Michael Murphy,Warren Worthington II
582,36668,Shohreh Aghdashloo,Dr. Kavita Rao
583,36668,Josef Sommer,The President
584,36668,Bill Duke,Trask
585,36668,Stan Lee,Waterhose Man
586,36668,Olivia Williams,Moira McTaggert
587,62211,Billy Crystal,"Michael ""Mike"" Wazowski (voice)"
588,62211,John Goodman,"James P. ""Sulley"" Sullivan (voice)"
589,62211,Steve Buscemi,Randall Boggs (voice)
590,62211,Helen Mirren,Dean Hardscrabble (voice)
591,62211,Sean Hayes,Terri Perry (voice)
592,62211,Dave Foley,Terry Perry (voice)
593,62211,Charlie Day,Art (voice)
594,62211,Alfred Molina,Professor Knight (voice)
595,62211,Tyler Labine,Brock Pearson (voice)
596,62211,Nathan Fillion,Johnny Worthington (voice)
597,62211,Aubrey Plaza,Claire Wheeler (voice)
598,62211,Bobby Moynihan,Chet Alexander (voice)
599,62211,Julia Sweeney,Ms. Squibbles (voice)
600,62211,Bonnie Hunt,Karen Graves (voice)
601,62211,John Krasinski,“Frightening” Frank McCay (voice)
602,62211,Bill Hader,Referee (voice)
603,62211,Bob Peterson,Roz (voice)
604,62211,John Ratzenberger,Yeti (voice)
605,62211,Frank Oz,Fungus (voice)
606,62211,Ava Acres,Additional Children's Voices (voice)
607,8373,Shia LaBeouf,Sam Witwicky
608,8373,Megan Fox,Mikaela Banes
609,8373,Josh Duhamel,Captain Lennox
610,8373,Rainn Wilson,College Professor
611,8373,Tyrese Gibson,USAF Tech Sergeant Epps
612,8373,John Turturro,Agent Simmons
613,8373,Kevin Dunn,Ron Witwicky
614,8373,Julie White,Judy Witwicky
615,8373,Ramón Rodríguez,Leo Spitz
616,8373,Glenn Morshower,General Morshower
617,8373,Hugo Weaving,Megatron (voice)
618,8373,Peter Cullen,Optimus Prime (voice)
619,8373,Reno Wilson,Mudflap (voice)
620,8373,Jess Harnell,Ironhide (voice)
621,8373,Robert Foxworth,Ratchet (voice)
622,8373,Grey Griffin,Arcee (voice)
623,8373,Tony Todd,Fallen (voice)
